empresa,Nombre,status,partind,naics1,naics2,SectorEconomatica
ICHR,Ichor Hldg Ltd.,activo,,Industrias manufactureras,Fabricación de componentes electrónicos,Electroelectronic
ICLD_old,"Intercloud Systems, Inc",cancelado,,"Servicios de apoyo a los negocios y manejo de residuos y desechos, y servicios de remediación","Servicios de apoyo secretarial, fotocopiado, cobranza, investigación crediticia y similares",Otros
ICON_old,"Iconix Brand Group, Inc",cancelado,,Industrias manufactureras,Fabricación de calzado,Textil
ICOS_old,Icos Corp,cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
ICPT_old,"Intercept Pharmaceuticals, Inc",cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
ICST_old,Integrated Circuit Systems Inc,cancelado,,Industrias manufactureras,Fabricación de componentes electrónicos,Electroelectronic
ICUI,Icu Medical Inc,activo,,Industrias manufactureras,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",Otros
ICVX,"Icosavax, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
IDA,Idacorp Inc,activo,,"Empresas de electricidad, gas y agua","Generación, transmisión y suministro de energía eléctrica",Energía Eléctrica
IDCC,"Interdigital, Inc",activo,,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,"Servicios de alquiler de marcas registradas, patentes y franquicias",Otros
IDC_old,Interactive Data Corp,cancelado,,Servicios financieros y de seguros,"Casas de bolsa, casas de cambio y centros cambiarios",Finanzas y Seguros
IDEX,"Ideanomics, Inc",activo,,Industrias manufactureras,Fabricación de automóviles y camiones,Vehículos y Pieza
IDN,"Intellicheck, Inc",activo,,Información en medios masivos,Edición de software,Software y Datos
IDSA_old,Industrial Services Of America Inc,cancelado,,Comercio al por mayor,Comercio al por mayor de bienes durables diversos,Comercio
IDT,IDT Corp,activo,,Información en medios masivos,Operadores de servicios de telecomunicaciones alámbricas,Telecomunicación
IDTI_old,Integrated Device Technology Inc,cancelado,,Industrias manufactureras,Fabricación de componentes electrónicos,Electroelectronic
IDXG_old,"Interpace Biosciences, Inc",cancelado,,Industrias manufactureras,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",Otros
IDXX,Idexx Laboratories Inc,activo,.11,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
IDYA,"Ideaya Biosciences, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
IEC_old,Iec Electronics Corp,cancelado,,Industrias manufactureras,Fabricación de componentes electrónicos,Electroelectronic
IESC,Ies Hldg Inc,activo,,Construcción,Instalaciones y equipamiento en construcciones,Construcción
IEX,Idex Corp,activo,.04,Industrias manufactureras,Fabricación de otra maquinaria y equipo para la industria en general,Maquinaria Indust
IFF,Intl Flavors & Fragrances Inc,activo,.05,Industrias manufactureras,Fabricación de productos químicos básicos,Química
IFIN_old,Investors Financial Services Corp,cancelado,,Servicios financieros y de seguros,Otros servicios relacionados con la intermediación bursátil,Finanzas y Seguros
IGC_old,"Igc Pharma, Inc",cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
IGL_old,Imc Global Inc,cancelado,,Industrias manufactureras,"Fabricación de fertilizantes, pesticidas y otros agroquímicos",Química
IGMS,"Igm Biosciences, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
IGT_old,Intl Game Technology,cancelado,,Industrias manufactureras,Otras industrias manufactureras,Otros
IHC_old,Independence Holding Co,cancelado,,Servicios financieros y de seguros,Instituciones de seguros,Finanzas y Seguros
IHRT,"Iheartmedia, Inc",activo,,Información en medios masivos,Transmisión de programas de radio y televisión,Otros
IHS_old,IHS Inc,cancelado,,"Servicios profesionales, científicos y técnicos","Servicios profesionales, científicos y técnicos",Otros
IHT,Innsuites Hospitality Trust,activo,,Servicios financieros y de seguros,Otros fondos,Fondos
III,Information Services Group Inc,activo,,"Servicios profesionales, científicos y técnicos","Servicios de consultoría administrativa, científica y técnica",Otros
IIIN,Insteel Industries Inc,activo,,Industrias manufactureras,Industria básica del hierro y del acero,Siderur & Metalur
IIIV,"I3 Verticals, Inc",activo,,"Servicios de apoyo a los negocios y manejo de residuos y desechos, y servicios de remediación","Servicios de apoyo secretarial, fotocopiado, cobranza, investigación crediticia y similares",Otros
IIN_old,Intricon Corp,cancelado,,Industrias manufactureras,Fabricación de componentes electrónicos,Electroelectronic
IIPR,"Innovative Industrial Properties, Inc",activo,,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,Servicios inmobiliarios,Otros
IKNA,"Ikena Oncology, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
IKNX_old,Terawulf Inc,cancelado,,Servicios financieros y de seguros,Servicios financieros y de seguros,Finanzas y Seguros
IKN_old,Ikon Office Solutions Inc,cancelado,,Comercio al por mayor,Comercio al por mayor de equipos profesionales y comerciales,Comercio
IKT,"Inhibikase Therapeutics, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
ILA_old,Aquila Inc,cancelado,,"Empresas de electricidad, gas y agua","Generación, transmisión y suministro de energía eléctrica",Energía Eléctrica
ILG_old,"Ilg, Inc",cancelado,,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,Alquiler sin intermediación de bienes raíces,Otros
ILMN,"Illumina, Inc",activo,.05,Industrias manufactureras,"Fabricación de instrumentos de medición, control, navegación, y equipo médico electrónico",Electroelectronic
ILPT,Industrial Logistics Properties Trust,activo,,Servicios financieros y de seguros,Otros fondos,Fondos
IL_old,Intralinks Hldg Inc,cancelado,,Información en medios masivos,Edición de software,Software y Datos
IMBI_old,"Imedia Brands, Inc",cancelado,,Comercio al por menor,Ventas por correo o medio electrónico,Comercio
IMB_old,Indymac Bancorp Inc,cancelado,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
IMCL_old,Imclone Systems Inc,cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
IMDC_old,Inamed Corp,cancelado,,Industrias manufactureras,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",Otros
IMDZ_old,Immune Design Corp,cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
IMGN,"Immunogen, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
IMGO_old,"Imago Biosciences, Inc",cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
IMH_old,Impac Mortgage Hldg Inc,cancelado,,Servicios financieros y de seguros,Otros fondos,Fondos
IMI_old,Intermolecular Inc,cancelado,,Industrias manufactureras,Fabricación de componentes electrónicos,Electroelectronic
IMKTA,"Ingles Markets, Inc",activo,,Comercio al por menor,Almacenes de alimentos,Comercio
IMMR,Immersion Corp,activo,,Industrias manufactureras,Fabricación de maquinaria y equipo para el comercio y los servicios,Maquinaria Indust
IMMU_old,"Immunomedics, Inc",cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
IMMX,"Immix Biopharma, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
IMNM,"Immunome, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
IMNN,"Imunon, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
IMNP_old,Immune Pharmaceuticals Inc,cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
IMNX_old,Immunex Corp,cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
IMPL_old,Impel Pharmaceuticals Inc,cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
IMPR_old,Imprivata Inc,cancelado,,Información en medios masivos,Edición de software,Software y Datos
IMPV_old,Imperva Inc,cancelado,,Información en medios masivos,Edición de software,Software y Datos
IMRA,"Enliven Therapeutics, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
IMRX,Immuneering Corp,activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
IMS_old,IMS Health Hldg Inc,cancelado,,Información en medios masivos,"Procesamiento electrónico de información, hospedaje y otros servicios relacionados",Software y Datos
IMUX,"Immunic, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
IMVT,"Immunovant, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
IM_old,Ingram Micro Inc,cancelado,,Comercio al por mayor,Comercio al por mayor de equipos profesionales y comerciales,Comercio
INAP_old,Internap Corp,cancelado,,"Servicios profesionales, científicos y técnicos","Servicios profesionales, científicos y técnicos",Otros
INBK,First Internet Bancorp,activo,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
INBS,Intelligent Bio Solutions Inc,activo,,Industrias manufactureras,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",Otros
INBX,"Inhibrx, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
INCY,Incyte Corp,activo,.03,"Servicios profesionales, científicos y técnicos",Servicios de investigación científica y desarrollo,Otros
INDB,Independent Bank Corp,activo,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
INDI,Indie Semiconductor Inc,activo,,Industrias manufactureras,Fabricación de componentes electrónicos,Electroelectronic
INDT_old,"Indus Realty Trust, Inc",cancelado,,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,Servicios inmobiliarios,Otros
INFA,Informatica Inc,activo,,Información en medios masivos,Edición de software,Software y Datos
INFA_old,Informatica Corp,cancelado,,Información en medios masivos,Edición de software,Software y Datos
INFI_old,"Infinity Pharmaceuticals, Inc",cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
INFN,Infinera Corp,activo,,Industrias manufactureras,Fabricación de equipo de comunicación,Electroelectronic
INFU,Infusystem Hldg Inc,activo,,Industrias manufactureras,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",Otros
INGN,Inogen Inc,activo,,Industrias manufactureras,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",Otros
INGP_old,Instinet Group Inc,cancelado,,Servicios financieros y de seguros,"Casas de bolsa, casas de cambio y centros cambiarios",Finanzas y Seguros
INGR,Ingredion Inc,activo,,"Agricultura, ganadería, aprovechamiento forestal, pesca y caza","Cultivo de semillas oleaginosas, leguminosas y cereales",Agro & Pesca
INHD,Inno Hldg Inc,activo,,Industrias manufactureras,Fabricación de productos de hierro y acero,Siderur & Metalur
ININ_old,"Interactive Intelligence Group, Inc",cancelado,,Información en medios masivos,Edición de software,Software y Datos
INKT,"Mink Therapeutics, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
INMB,Inmune Bio Inc,activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
INN,"Summit Hotel Properties, Inc",activo,,Servicios financieros y de seguros,Otros fondos,Fondos
INNV,Innovage Holding Corp,activo,,Servicios de salud y de asistencia social,Servicios de salud y de asistencia social,Otros
INO,"Inovio Pharmaceuticals, Inc",activo,,Industrias manufactureras,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",Otros
INOD,Innodata Inc,activo,,Información en medios masivos,"Procesamiento electrónico de información, hospedaje y otros servicios relacionados",Software y Datos
INOV_old,Inovalon Hldg Inc,cancelado,,Información en medios masivos,"Procesamiento electrónico de información, hospedaje y otros servicios relacionados",Software y Datos
INPX,"Xti Aerospace, Inc",activo,,"Servicios profesionales, científicos y técnicos",Servicios de diseño de sistemas de cómputo y servicios relacionados,Software y Datos
INSG,Inseego Corp,activo,,Industrias manufactureras,Fabricación de equipo de comunicación,Electroelectronic
INSM,Insmed Inc,activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
INSP,"Inspire Medical Systems, Inc",activo,,Industrias manufactureras,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",Otros
INST,Instructure Hldg Inc,activo,,Información en medios masivos,Edición de software,Software y Datos
INST_old,"Instructure, Inc",cancelado,,Información en medios masivos,Edición de software,Software y Datos
INSW,"Intl Seaways, Inc",activo,,"Transportes, correos y almacenamiento",Transporte por agua,Transporte Servic
INSY_old,"Insys Therapeutics, Inc",cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
INTA,"Intapp, Inc",activo,,Información en medios masivos,Edición de software,Software y Datos
INTC,Intel Corp,activo,.42,Industrias manufactureras,Fabricación de componentes electrónicos,Electroelectronic
INTG,The Intergroup Corp,activo,,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,Alquiler sin intermediación de bienes raíces,Otros
INTL_old,"Inter Tel (Delaware), Inc",cancelado,,Industrias manufactureras,Fabricación de equipo de comunicación,Electroelectronic
INTS,"Intensity Therapeutics, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
INTT,Intest Corp,activo,,Industrias manufactureras,"Fabricación de instrumentos de medición, control, navegación, y equipo médico electrónico",Electroelectronic
INTU,Intuit Inc,activo,.43,Información en medios masivos,Edición de software,Software y Datos
INTX__old,Intersections Inc,cancelado,,Información en medios masivos,"Procesamiento electrónico de información, hospedaje y otros servicios relacionados",Software y Datos
INUV,"Inuvo, Inc",activo,,"Servicios profesionales, científicos y técnicos","Servicios de publicidad, relaciones públicas y actividades relacionadas",Otros
